timestamp,load_kw
2025-01-03 00:15:00,732.13
2025-01-03 00:30:00,737.65
2025-01-03 00:45:00,737.23
2025-01-03 01:00:00,734.9
2025-01-03 01:15:00,728.92
2025-01-03 01:30:00,738.0
2025-01-03 01:45:00,725.1
2025-01-03 02:00:00,729.38
2025-01-03 02:15:00,730.2
2025-01-03 02:30:00,732.74
2025-01-03 02:45:00,740.53
2025-01-03 03:00:00,745.79
2025-01-03 03:15:00,746.66
2025-01-03 03:30:00,741.74
2025-01-03 03:45:00,740.22
2025-01-03 04:00:00,724.33
2025-01-03 04:15:00,745.99
2025-01-03 04:30:00,755.94
2025-01-03 04:45:00,743.92
2025-01-03 05:00:00,743.73
2025-01-03 05:15:00,747.71
2025-01-03 05:30:00,749.15
2025-01-03 05:45:00,746.92
2025-01-03 06:00:00,745.26
2025-01-03 06:15:00,751.11
2025-01-03 06:30:00,742.2
2025-01-03 06:45:00,740.67
2025-01-03 07:00:00,761.7
2025-01-03 07:15:00,752.37
2025-01-03 07:30:00,761.03
2025-01-03 07:45:00,767.69
2025-01-03 08:00:00,767.32
2025-01-03 08:15:00,761.01
2025-01-03 08:30:00,770.59
2025-01-03 08:45:00,765.93
2025-01-03 09:00:00,776.52
2025-01-03 09:15:00,787.57
2025-01-03 09:30:00,785.54
2025-01-03 09:45:00,772.19
2025-01-03 10:00:00,779.61
2025-01-03 10:15:00,791.99
2025-01-03 10:30:00,808.32
2025-01-03 10:45:00,804.87
2025-01-03 11:00:00,807.69
2025-01-03 11:15:00,801.91
2025-01-03 11:30:00,813.43
2025-01-03 11:45:00,801.43
2025-01-03 12:00:00,819.42
2025-01-03 12:15:00,826.48
2025-01-03 12:30:00,816.29
2025-01-03 12:45:00,829.23
2025-01-03 13:00:00,819.66
2025-01-03 13:15:00,825.85
2025-01-03 13:30:00,824.86
2025-01-03 13:45:00,826.66
2025-01-03 14:00:00,835.4
2025-01-03 14:15:00,831.39
2025-01-03 14:30:00,821.61
2025-01-03 14:45:00,808.38
2025-01-03 15:00:00,829.35
2025-01-03 15:15:00,827.31
2025-01-03 15:30:00,822.19
2025-01-03 15:45:00,816.06
2025-01-03 16:00:00,826.96
2025-01-03 16:15:00,804.35
2025-01-03 16:30:00,807.85
2025-01-03 16:45:00,801.0
2025-01-03 17:00:00,809.07
2025-01-03 17:15:00,800.88
2025-01-03 17:30:00,812.99
2025-01-03 17:45:00,796.91
2025-01-03 18:00:00,791.69
2025-01-03 18:15:00,792.73
2025-01-03 18:30:00,780.96
2025-01-03 18:45:00,774.79
2025-01-03 19:00:00,780.35
2025-01-03 19:15:00,769.99
2025-01-03 19:30:00,774.5
2025-01-03 19:45:00,766.34
2025-01-03 20:00:00,760.7
2025-01-03 20:15:00,758.78
2025-01-03 20:30:00,756.22
2025-01-03 20:45:00,757.57
2025-01-03 21:00:00,751.15
2025-01-03 21:15:00,740.22
2025-01-03 21:30:00,750.9
2025-01-03 21:45:00,746.18
2025-01-03 22:00:00,739.24
2025-01-03 22:15:00,750.79
2025-01-03 22:30:00,742.5
2025-01-03 22:45:00,733.04
2025-01-03 23:00:00,741.87
2025-01-03 23:15:00,737.16
2025-01-03 23:30:00,729.96
2025-01-03 23:45:00,741.09
2025-01-04 00:00:00,722.05
2025-01-04 00:15:00,731.89
2025-01-04 00:30:00,721.52
2025-01-04 00:45:00,732.19
2025-01-04 01:00:00,728.4
2025-01-04 01:15:00,726.13
2025-01-04 01:30:00,720.68
2025-01-04 01:45:00,730.48
2025-01-04 02:00:00,728.02
2025-01-04 02:15:00,722.88
2025-01-04 02:30:00,728.7
2025-01-04 02:45:00,719.33
2025-01-04 03:00:00,718.17
2025-01-04 03:15:00,725.75
2025-01-04 03:30:00,727.33
2025-01-04 03:45:00,730.15
2025-01-04 04:00:00,728.74
2025-01-04 04:15:00,736.66
2025-01-04 04:30:00,722.42
2025-01-04 04:45:00,734.61
2025-01-04 05:00:00,733.68
2025-01-04 05:15:00,741.65
2025-01-04 05:30:00,735.53
2025-01-04 05:45:00,738.01
2025-01-04 06:00:00,748.07
2025-01-04 06:15:00,743.72
2025-01-04 06:30:00,744.08
2025-01-04 06:45:00,739.62
2025-01-04 07:00:00,744.36
2025-01-04 07:15:00,735.21
2025-01-04 07:30:00,741.67
2025-01-04 07:45:00,752.25
2025-01-04 08:00:00,739.32
2025-01-04 08:15:00,754.88
2025-01-04 08:30:00,758.73
2025-01-04 08:45:00,765.23
2025-01-04 09:00:00,756.92
2025-01-04 09:15:00,759.05
2025-01-04 09:30:00,781.94
2025-01-04 09:45:00,779.89
2025-01-04 10:00:00,785.5
2025-01-04 10:15:00,796.41
2025-01-04 10:30:00,791.27
2025-01-04 10:45:00,781.78
2025-01-04 11:00:00,794.85
2025-01-04 11:15:00,804.59
2025-01-04 11:30:00,799.87
2025-01-04 11:45:00,803.12
2025-01-04 12:00:00,803.61
2025-01-04 12:15:00,818.07
2025-01-04 12:30:00,818.51
2025-01-04 12:45:00,801.71
2025-01-04 13:00:00,825.25
2025-01-04 13:15:00,810.16
2025-01-04 13:30:00,827.68
2025-01-04 13:45:00,808.05
2025-01-04 14:00:00,822.68
2025-01-04 14:15:00,812.54
2025-01-04 14:30:00,814.58
2025-01-04 14:45:00,820.11
2025-01-04 15:00:00,809.39
2025-01-04 15:15:00,814.46
2025-01-04 15:30:00,812.89
2025-01-04 15:45:00,816.41
2025-01-04 16:00:00,815.42
2025-01-04 16:15:00,816.21
2025-01-04 16:30:00,804.24
2025-01-04 16:45:00,802.13
2025-01-04 17:00:00,793.31
2025-01-04 17:15:00,788.97
2025-01-04 17:30:00,782.3
2025-01-04 17:45:00,785.35
2025-01-04 18:00:00,783.98
2025-01-04 18:15:00,779.35
2025-01-04 18:30:00,778.73
2025-01-04 18:45:00,763.1
2025-01-04 19:00:00,777.5
2025-01-04 19:15:00,764.73
2025-01-04 19:30:00,765.18
2025-01-04 19:45:00,756.39
2025-01-04 20:00:00,744.74
2025-01-04 20:15:00,746.41
2025-01-04 20:30:00,726.95
2025-01-04 20:45:00,746.41
2025-01-04 21:00:00,743.11
2025-01-04 21:15:00,749.24
2025-01-04 21:30:00,729.9
2025-01-04 21:45:00,738.47
2025-01-04 22:00:00,735.67
2025-01-04 22:15:00,728.53
2025-01-04 22:30:00,725.97
2025-01-04 22:45:00,726.46
2025-01-04 23:00:00,738.23
2025-01-04 23:15:00,737.12
2025-01-04 23:30:00,721.53
2025-01-04 23:45:00,728.21
2025-01-05 00:00:00,731.19
2025-01-05 00:15:00,729.53
2025-01-05 00:30:00,717.79
2025-01-05 00:45:00,722.72
2025-01-05 01:00:00,717.24
2025-01-05 01:15:00,731.58
2025-01-05 01:30:00,740.79
2025-01-05 01:45:00,724.75
2025-01-05 02:00:00,712.13
2025-01-05 02:15:00,729.96
2025-01-05 02:30:00,734.55
2025-01-05 02:45:00,734.35
2025-01-05 03:00:00,726.84
2025-01-05 03:15:00,729.51
2025-01-05 03:30:00,727.47
2025-01-05 03:45:00,731.9
2025-01-05 04:00:00,734.0
2025-01-05 04:15:00,724.69
2025-01-05 04:30:00,726.65
2025-01-05 04:45:00,729.15
2025-01-05 05:00:00,730.94
2025-01-05 05:15:00,734.67
2025-01-05 05:30:00,741.49
2025-01-05 05:45:00,728.27
2025-01-05 06:00:00,743.01
2025-01-05 06:15:00,737.76
2025-01-05 06:30:00,723.24
2025-01-05 06:45:00,739.57
2025-01-05 07:00:00,741.89
2025-01-05 07:15:00,748.41
2025-01-05 07:30:00,750.27
2025-01-05 07:45:00,748.33
2025-01-05 08:00:00,745.11
2025-01-05 08:15:00,760.03
2025-01-05 08:30:00,754.54
2025-01-05 08:45:00,755.73
2025-01-05 09:00:00,763.21
2025-01-05 09:15:00,767.96
2025-01-05 09:30:00,774.54
2025-01-05 09:45:00,776.47
2025-01-05 10:00:00,780.78
2025-01-05 10:15:00,791.07
2025-01-05 10:30:00,794.91
2025-01-05 10:45:00,796.66
2025-01-05 11:00:00,794.76
2025-01-05 11:15:00,795.56
2025-01-05 11:30:00,800.91
2025-01-05 11:45:00,803.93
2025-01-05 12:00:00,812.14
2025-01-05 12:15:00,807.44
2025-01-05 12:30:00,803.68
2025-01-05 12:45:00,807.4
2025-01-05 13:00:00,824.26
2025-01-05 13:15:00,809.06
2025-01-05 13:30:00,807.78
2025-01-05 13:45:00,814.03
2025-01-05 14:00:00,826.49
2025-01-05 14:15:00,816.36
2025-01-05 14:30:00,817.11
2025-01-05 14:45:00,805.2
2025-01-05 15:00:00,804.68
2025-01-05 15:15:00,812.41
2025-01-05 15:30:00,808.16
2025-01-05 15:45:00,811.46
2025-01-05 16:00:00,800.48
2025-01-05 16:15:00,811.13
2025-01-05 16:30:00,810.44
2025-01-05 16:45:00,790.28
2025-01-05 17:00:00,798.09
2025-01-05 17:15:00,791.79
2025-01-05 17:30:00,798.79
2025-01-05 17:45:00,787.98
2025-01-05 18:00:00,788.68
2025-01-05 18:15:00,778.7
2025-01-05 18:30:00,777.11
2025-01-05 18:45:00,783.99
2025-01-05 19:00:00,779.52
2025-01-05 19:15:00,752.68
2025-01-05 19:30:00,760.89
2025-01-05 19:45:00,755.76
2025-01-05 20:00:00,743.56
2025-01-05 20:15:00,743.76
2025-01-05 20:30:00,747.85
2025-01-05 20:45:00,750.86
2025-01-05 21:00:00,746.67
2025-01-05 21:15:00,739.45
2025-01-05 21:30:00,734.07
2025-01-05 21:45:00,726.38
2025-01-05 22:00:00,746.74
2025-01-05 22:15:00,732.77
2025-01-05 22:30:00,729.62
2025-01-05 22:45:00,735.54
2025-01-05 23:00:00,731.81
2025-01-05 23:15:00,731.1
2025-01-05 23:30:00,734.11
2025-01-05 23:45:00,726.3
2025-01-06 00:00:00,732.0
2025-01-06 00:15:00,736.72
2025-01-06 00:30:00,737.3
2025-01-06 00:45:00,729.8
2025-01-06 01:00:00,729.22
2025-01-06 01:15:00,729.2
2025-01-06 01:30:00,740.11
2025-01-06 01:45:00,743.36
2025-01-06 02:00:00,742.64
2025-01-06 02:15:00,729.57
2025-01-06 02:30:00,731.05
2025-01-06 02:45:00,727.82
2025-01-06 03:00:00,746.87
2025-01-06 03:15:00,733.42
2025-01-06 03:30:00,736.68
2025-01-06 03:45:00,734.72
2025-01-06 04:00:00,739.35
2025-01-06 04:15:00,732.92
2025-01-06 04:30:00,736.44
2025-01-06 04:45:00,735.73
2025-01-06 05:00:00,728.13
2025-01-06 05:15:00,745.04
2025-01-06 05:30:00,749.21
2025-01-06 05:45:00,751.93
2025-01-06 06:00:00,756.85
2025-01-06 06:15:00,754.64
2025-01-06 06:30:00,750.0
2025-01-06 06:45:00,755.22
2025-01-06 07:00:00,750.34
2025-01-06 07:15:00,759.88
2025-01-06 07:30:00,755.01
2025-01-06 07:45:00,744.41
2025-01-06 08:00:00,759.81
2025-01-06 08:15:00,764.67
2025-01-06 08:30:00,761.54
2025-01-06 08:45:00,775.68
2025-01-06 09:00:00,784.15
2025-01-06 09:15:00,774.21
2025-01-06 09:30:00,789.71
2025-01-06 09:45:00,794.3
2025-01-06 10:00:00,787.19
2025-01-06 10:15:00,793.89
2025-01-06 10:30:00,793.49
2025-01-06 10:45:00,799.9
2025-01-06 11:00:00,806.21
2025-01-06 11:15:00,816.45
2025-01-06 11:30:00,808.35
2025-01-06 11:45:00,805.37
2025-01-06 12:00:00,798.1
2025-01-06 12:15:00,814.98
2025-01-06 12:30:00,812.89
2025-01-06 12:45:00,823.4
2025-01-06 13:00:00,824.92
2025-01-06 13:15:00,815.0
2025-01-06 13:30:00,827.39
2025-01-06 13:45:00,824.37
2025-01-06 14:00:00,824.26
2025-01-06 14:15:00,822.52
2025-01-06 14:30:00,830.98
2025-01-06 14:45:00,828.08
2025-01-06 15:00:00,824.66
2025-01-06 15:15:00,829.2
2025-01-06 15:30:00,820.98
2025-01-06 15:45:00,819.83
2025-01-06 16:00:00,820.18
2025-01-06 16:15:00,813.07
2025-01-06 16:30:00,804.98
2025-01-06 16:45:00,820.03
2025-01-06 17:00:00,812.17
2025-01-06 17:15:00,795.58
2025-01-06 17:30:00,794.15
2025-01-06 17:45:00,790.15
2025-01-06 18:00:00,783.75
2025-01-06 18:15:00,791.27
2025-01-06 18:30:00,794.19
2025-01-06 18:45:00,783.47
2025-01-06 19:00:00,786.38
2025-01-06 19:15:00,770.32
2025-01-06 19:30:00,770.16
2025-01-06 19:45:00,758.74
2025-01-06 20:00:00,760.13
2025-01-06 20:15:00,764.81
2025-01-06 20:30:00,761.02
2025-01-06 20:45:00,761.24
2025-01-06 21:00:00,751.08
2025-01-06 21:15:00,757.44
2025-01-06 21:30:00,759.13
2025-01-06 21:45:00,752.32
2025-01-06 22:00:00,739.16
2025-01-06 22:15:00,747.8
2025-01-06 22:30:00,746.25
2025-01-06 22:45:00,739.48
2025-01-06 23:00:00,736.14
2025-01-06 23:15:00,736.33
2025-01-06 23:30:00,747.06
2025-01-06 23:45:00,740.01
2025-01-07 00:00:00,748.37
2025-01-07 00:15:00,726.8
2025-01-07 00:30:00,739.44
2025-01-07 00:45:00,745.93
2025-01-07 01:00:00,746.84
2025-01-07 01:15:00,732.25
2025-01-07 01:30:00,744.76
2025-01-07 01:45:00,741.62
2025-01-07 02:00:00,742.09
2025-01-07 02:15:00,736.34
2025-01-07 02:30:00,741.27
2025-01-07 02:45:00,740.97
2025-01-07 03:00:00,732.24
2025-01-07 03:15:00,720.11
2025-01-07 03:30:00,743.76
2025-01-07 03:45:00,743.98
2025-01-07 04:00:00,742.86
2025-01-07 04:15:00,736.85
2025-01-07 04:30:00,737.79
2025-01-07 04:45:00,731.82
2025-01-07 05:00:00,752.12
2025-01-07 05:15:00,743.08
2025-01-07 05:30:00,749.92
2025-01-07 05:45:00,744.1
2025-01-07 06:00:00,733.48
2025-01-07 06:15:00,753.79
2025-01-07 06:30:00,757.83
2025-01-07 06:45:00,763.23
2025-01-07 07:00:00,752.97
2025-01-07 07:15:00,752.37
2025-01-07 07:30:00,757.77
2025-01-07 07:45:00,752.23
2025-01-07 08:00:00,754.85
2025-01-07 08:15:00,768.07
2025-01-07 08:30:00,767.26
2025-01-07 08:45:00,769.72
2025-01-07 09:00:00,779.41
2025-01-07 09:15:00,779.09
2025-01-07 09:30:00,799.65
2025-01-07 09:45:00,787.35
2025-01-07 10:00:00,802.2
2025-01-07 10:15:00,800.74
2025-01-07 10:30:00,805.87
2025-01-07 10:45:00,805.49
2025-01-07 11:00:00,805.6
2025-01-07 11:15:00,809.42
2025-01-07 11:30:00,808.52
2025-01-07 11:45:00,816.87
2025-01-07 12:00:00,822.73
2025-01-07 12:15:00,804.31
2025-01-07 12:30:00,813.09
2025-01-07 12:45:00,815.01
2025-01-07 13:00:00,827.34
2025-01-07 13:15:00,828.14
2025-01-07 13:30:00,822.61
2025-01-07 13:45:00,834.54
2025-01-07 14:00:00,823.37
2025-01-07 14:15:00,828.75
2025-01-07 14:30:00,829.87
2025-01-07 14:45:00,823.41
2025-01-07 15:00:00,829.64
2025-01-07 15:15:00,819.93
2025-01-07 15:30:00,820.52
2025-01-07 15:45:00,819.52
2025-01-07 16:00:00,821.37
2025-01-07 16:15:00,823.19
2025-01-07 16:30:00,807.5
2025-01-07 16:45:00,801.05
2025-01-07 17:00:00,810.38
2025-01-07 17:15:00,790.67
2025-01-07 17:30:00,800.24
2025-01-07 17:45:00,799.92
2025-01-07 18:00:00,782.27
2025-01-07 18:15:00,783.97
2025-01-07 18:30:00,783.25
2025-01-07 18:45:00,780.37
2025-01-07 19:00:00,776.95
2025-01-07 19:15:00,775.18
2025-01-07 19:30:00,772.7
2025-01-07 19:45:00,754.78
2025-01-07 20:00:00,767.47
2025-01-07 20:15:00,756.62
2025-01-07 20:30:00,754.21
2025-01-07 20:45:00,761.77
2025-01-07 21:00:00,750.28
2025-01-07 21:15:00,746.69
2025-01-07 21:30:00,739.09
2025-01-07 21:45:00,756.49
2025-01-07 22:00:00,736.78
2025-01-07 22:15:00,738.2
2025-01-07 22:30:00,732.0
2025-01-07 22:45:00,741.11
2025-01-07 23:00:00,731.11
2025-01-07 23:15:00,748.24
2025-01-07 23:30:00,736.03
2025-01-07 23:45:00,732.2
2025-01-08 00:00:00,740.61
2025-01-08 00:15:00,731.11
2025-01-08 00:30:00,736.14
2025-01-08 00:45:00,741.79
2025-01-08 01:00:00,731.03
2025-01-08 01:15:00,733.25
2025-01-08 01:30:00,730.77
2025-01-08 01:45:00,733.18
2025-01-08 02:00:00,753.35
2025-01-08 02:15:00,722.26
2025-01-08 02:30:00,740.69
2025-01-08 02:45:00,735.83
2025-01-08 03:00:00,731.67
2025-01-08 03:15:00,742.43
2025-01-08 03:30:00,744.41
2025-01-08 03:45:00,732.18
2025-01-08 04:00:00,737.82
2025-01-08 04:15:00,735.56
2025-01-08 04:30:00,742.88
2025-01-08 04:45:00,742.28
2025-01-08 05:00:00,742.22
2025-01-08 05:15:00,746.11
2025-01-08 05:30:00,747.85
2025-01-08 05:45:00,755.04
2025-01-08 06:00:00,742.34
2025-01-08 06:15:00,748.56
2025-01-08 06:30:00,765.13
2025-01-08 06:45:00,748.15
2025-01-08 07:00:00,760.93
2025-01-08 07:15:00,749.26
2025-01-08 07:30:00,761.11
2025-01-08 07:45:00,757.34
2025-01-08 08:00:00,762.47
2025-01-08 08:15:00,762.55
2025-01-08 08:30:00,776.35
2025-01-08 08:45:00,772.57
2025-01-08 09:00:00,775.97
2025-01-08 09:15:00,783.94
2025-01-08 09:30:00,780.84
2025-01-08 09:45:00,774.96
2025-01-08 10:00:00,783.77
2025-01-08 10:15:00,792.11
2025-01-08 10:30:00,810.22
2025-01-08 10:45:00,816.91
2025-01-08 11:00:00,798.28
2025-01-08 11:15:00,810.26
2025-01-08 11:30:00,807.93
2025-01-08 11:45:00,816.02
2025-01-08 12:00:00,809.07
2025-01-08 12:15:00,820.95
2025-01-08 12:30:00,815.77
2025-01-08 12:45:00,814.92
2025-01-08 13:00:00,819.37
2025-01-08 13:15:00,812.19
2025-01-08 13:30:00,829.04
2025-01-08 13:45:00,820.26
2025-01-08 14:00:00,834.53
2025-01-08 14:15:00,830.44
2025-01-08 14:30:00,832.41
2025-01-08 14:45:00,821.87
2025-01-08 15:00:00,831.31
2025-01-08 15:15:00,830.04
2025-01-08 15:30:00,818.23
2025-01-08 15:45:00,819.25
2025-01-08 16:00:00,825.57
2025-01-08 16:15:00,815.55
2025-01-08 16:30:00,807.79
2025-01-08 16:45:00,815.9
2025-01-08 17:00:00,813.74
2025-01-08 17:15:00,797.92
2025-01-08 17:30:00,802.66
2025-01-08 17:45:00,796.64
2025-01-08 18:00:00,799.69
2025-01-08 18:15:00,784.61
2025-01-08 18:30:00,793.16
2025-01-08 18:45:00,786.78
2025-01-08 19:00:00,774.8
2025-01-08 19:15:00,769.57
2025-01-08 19:30:00,761.55
2025-01-08 19:45:00,772.98
2025-01-08 20:00:00,754.25
2025-01-08 20:15:00,757.31
2025-01-08 20:30:00,768.36
2025-01-08 20:45:00,760.08
2025-01-08 21:00:00,755.54
2025-01-08 21:15:00,753.63
2025-01-08 21:30:00,749.35
2025-01-08 21:45:00,740.71
2025-01-08 22:00:00,751.12
2025-01-08 22:15:00,739.39
2025-01-08 22:30:00,757.89
2025-01-08 22:45:00,733.83
2025-01-08 23:00:00,740.71
2025-01-08 23:15:00,741.53
2025-01-08 23:30:00,736.64
2025-01-08 23:45:00,739.56
2025-01-09 00:00:00,742.68
2025-01-09 00:15:00,746.55
2025-01-09 00:30:00,737.99
2025-01-09 00:45:00,736.48
2025-01-09 01:00:00,738.27
2025-01-09 01:15:00,735.99
2025-01-09 01:30:00,730.91
2025-01-09 01:45:00,735.3
2025-01-09 02:00:00,742.75
2025-01-09 02:15:00,735.91
2025-01-09 02:30:00,735.44
2025-01-09 02:45:00,734.89
2025-01-09 03:00:00,739.55
2025-01-09 03:15:00,739.06
2025-01-09 03:30:00,739.85
2025-01-09 03:45:00,735.82
2025-01-09 04:00:00,724.35
2025-01-09 04:15:00,735.63
2025-01-09 04:30:00,740.1
2025-01-09 04:45:00,735.84
2025-01-09 05:00:00,746.59
2025-01-09 05:15:00,738.24
2025-01-09 05:30:00,731.53
2025-01-09 05:45:00,751.24
2025-01-09 06:00:00,746.21
2025-01-09 06:15:00,749.1
2025-01-09 06:30:00,739.81
2025-01-09 06:45:00,749.9
2025-01-09 07:00:00,752.75
2025-01-09 07:15:00,755.65
2025-01-09 07:30:00,762.29
2025-01-09 07:45:00,754.61
2025-01-09 08:00:00,758.71
2025-01-09 08:15:00,774.64
2025-01-09 08:30:00,767.74
2025-01-09 08:45:00,781.57
2025-01-09 09:00:00,766.46
2025-01-09 09:15:00,780.06
2025-01-09 09:30:00,792.59
2025-01-09 09:45:00,793.26
2025-01-09 10:00:00,802.0
2025-01-09 10:15:00,794.25
2025-01-09 10:30:00,800.75
2025-01-09 10:45:00,788.99
2025-01-09 11:00:00,797.88
2025-01-09 11:15:00,812.46
2025-01-09 11:30:00,808.21
2025-01-09 11:45:00,819.61
2025-01-09 12:00:00,814.91
2025-01-09 12:15:00,822.05
2025-01-09 12:30:00,815.43
2025-01-09 12:45:00,815.7
2025-01-09 13:00:00,829.82
2025-01-09 13:15:00,827.67
